,Nombre,diagnostico,Id_Estado_Activo,time
599,S3-Ventilador M29," Motor: Activo en buen estado. 
 Ventilador: Se detectan indicios de un proceso incipiente de degradación de rodamientos. ",2.0,2018-07-16
240,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
614,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
232,S1-Ventilador Extracción M37, Ventilador: Se detectan indicios de unas condiciones desfavorables de alineación dinámica. Existen indicios de una posible degradación de los rodamientos del ventilador.,2.0,2018-07-16
552,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
216,S1-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación de rodamientos.",1.0,2018-07-16
290,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
96,S1-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2018-07-16
266,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
65,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
22,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
72,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-07-16
166,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2018-07-16
202,S1-Ventilador M39, Ventilador: Se detecta síntomas de un avance en la degradación de los rodamientos del ventilador.,3.0,2018-09-03
600,S3-Ventilador M29," Motor: Activo en buen estado. 
 Ventilador: Se detectan indicios de un proceso incipiente de degradación de rodamientos. ",2.0,2018-09-03
849,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Dada la estabilidad de las medidas se establece el estado como BUENO.",2.0,2018-09-03
157,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2018-09-03
233,S1-Ventilador Extracción M37, Ventilador:Existen indicios de una posible degradación de los rodamientos del ventilador.,2.0,2018-09-03
400,S2-Ventilador M35, Ventilador: Se detectan síntomas de una degradación de los rodamiento del ventilador. Existe un leve aumento de las tendencias.,2.0,2018-09-03
129,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. ",2.0,2018-09-03
184,S1-Ventilador M36," Ventilador: Las holguras presentadas en la anterior inspección se mantienen, existiendo indicios de una progresión en las mismas.",2.0,2018-09-03
924,S5-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detecta un descenso en las medidas en mm/s. Las medidas en aceleración presentan componentes que podrían estar asociadas a los rodamientos.",1.0,2018-09-03
1066,S6-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
792,S4-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
781,S4-Ventilador 74 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22
896,S5-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación incipiente de rodamientos.",2.0,2018-10-22
817,S4-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22
971,S5-Ventilador 76 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22
925,S5-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
709,S4-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
786,S4-Ventilador 74 M2," Motor: Activo en buen estado. 
  Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22
874,S5-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1089,S6-Ventilador 73 M2, Conjunto: Se detecta un aumento generalizado de las vibraciones pudiendo estar asociado a las condiciones de RPM.,2.0,2018-10-22
1127,S6-Ventilador 77 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1033,S6-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
952,S5-Ventilador 74 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22
1084,S6-Ventilador 73 M1, Conjunto: Se detecta un aumento generalizado de los niveles de vibración pudiendo estar asociado a las condiciones de operación.,2.0,2018-10-22
1041,S6-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
806,S4-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos. ",3.0,2018-10-22
1074,S6-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación incipiente de rodamientos.",2.0,2018-10-22
1160,S6-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1017,S5-Ventilador 79 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
905,S5-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan síntomas de una degradación mecánica de rodamientos en estado inicial.",3.0,2018-10-22
1152,S6-Ventilador Extracción 62 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan síntomas de unas posibles condiciones desfavorables de engrase.",1.0,2018-10-22
980,S5-Ventilador 77 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
812,S4-Ventilador 77 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1037,S6-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
901,S5-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación en el rodamiento lado polea del ventilador. Se detecta un ascenso de las tendencias.",2.0,2018-10-22
1080,S6-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
850,S4-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.  Se detectan indicios de una degradación mecánica incipiente de rodamientos.",2.0,2018-10-22
1009,S5-Ventilador Extracción 60 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
870,S5-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1002,S5-Ventilador Extracción 61 M1," Motor: Activo en buen estado. 
 Ventilador: Seguimiento. Se detecta indicios de una posible degradación incipiente del rodamiento lado polea. Existe una mejoría en el comportamiento.",2.0,2018-10-22
1013,S5-Ventilador 78 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
912,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación mecánica avanzada de rodamientos.",3.0,2018-10-22
1136,S6-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
976,S5-Ventilador 77 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
1021,S5-Ventilador 79 M2," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
995,S5-Ventilador Extracción 62 M1," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una degradación mecánica incipiente de rodamientos.",2.0,2018-10-22
1070,S6-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
796,S4-Ventilador 75 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1148,S6-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
919,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1131,S6-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",3.0,2018-10-22
800,S4-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
843,S4-Ventilador Extracción 63 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22
857,S4-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
714,S4-Ventilador 66 M2," Motor: Se detectan síntomas de una posible degradación del rodamiento lado polea, no descartándose una pérdida de la grasa de por vida.
 Ventilador: Activo en buen estado.",2.0,2018-10-22
1025,S6-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
984,S5-Ventilador 78 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
1099,S6-Ventilador 74 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
886,S5-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
940,S5-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
966,S5-Ventilador 76 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
1058,S6-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22
1045,S6-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
878,S5-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
767,S4-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
736,S4-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1113,S6-Ventilador 76 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
762,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1049,S6-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1103,S6-Ventilador 75 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
956,S5-Ventilador 75 M1," Motor: Activo en buen estado. 
 Ventilador: Aunque se haya realizado una sustitución de la cañonera se detectan síntomas de una posible degradación incipiente de rodamientos.",2.0,2018-10-22
740,S4-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
828,S4-Ventilador 78 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
945,S5-Ventilador 73 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",1.0,2018-10-22
1029,S6-Ventilador 66 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
744,S4-Ventilador 70 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
832,S4-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1053,S6-Ventilador 69 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22
756,S4-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación avanzada de rodamientos.",3.0,2018-10-22
1107,S6-Ventilador 75 M2," Conjunto: Se detecta un aumento de la amplitud de la componente 1XRPM, pudiendo estar asociada a las condiciones de operación.",2.0,2018-10-22
882,S5-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
748,S4-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
752,S4-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
862,S4-Ventilador Extracción 60 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
836,S4-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1144,S6-Ventilador 79 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
732,S4-Ventilador 68 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
720,S4-Ventilador 67 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1156,S6-Ventilador Extracción 61 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
932,S5-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación avanzada de rodamientos.",3.0,2018-10-22
1121,S6-Ventilador 77 M1, Conjunto: Se detecta un aumento de los niveles de vibración generalizado pudiendo estar asociado a las condiciones de operación.,2.0,2018-10-22
1062,S6-Ventilador 70 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
776,S4-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1094,S6-Ventilador 74 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",2.0,2018-10-22
890,S5-Ventilador 69 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una degradación significativa de rodamientos.",3.0,2018-10-22
866,S5-Ventilador 66 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
822,S4-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
990,S5-Ventilador Extracción 63 M1," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2018-10-22
771,S4-Ventilador 73 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos, aunque la cañonera sea de reciente instalación.",2.0,2018-10-22
724,S4-Ventilador 67 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
1140,S6-Ventilador 79 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
728,S4-Ventilador 68 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
936,S5-Ventilador 73 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
961,S5-Ventilador 75 M2, Conjunto: Se detecta un ascenso generalizado de las vibraciones. Este comportamiento puede estar asociado a las condiciones de operación o a una posible desalineación de carácter dinámico.,2.0,2018-10-22
1117,S6-Ventilador 76 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-10-22
920,S5-Ventilador 71 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-12-03
913,S5-Ventilador 71 M1," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2018-12-03
592,S3-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
481,S3-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de rodamientos.",1.0,2019-02-18
631,S3-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-02-18
37,S1-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
615,S3-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
23,S1-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
650,S3-Ventilador M38," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente de los rodamientos del ventilador.",2.0,2019-02-18
659,S3-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento asociado a los rodamientos. Dada la estabilidad de las medidas se pasa el estado a BUENO.",1.0,2019-02-18
577,S3-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",2.0,2019-02-18
546,S3-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
475,S3-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
509,S3-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
553,S3-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
539,S3-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
130,S1-Ventilador M27," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una posible degradación de rodamientos. Existe una mejoría en el comportamiento.",1.0,2019-02-18
488,S3-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
30,S1-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
561,S3-Ventilador M21," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
584,S3-Ventilador M26," Motor: Activo en buen estado. 
 Ventilador: Se detectan indicios de un proceso incipiente de degradación de rodamientos. Existe una mejoría en el comportamiento.",2.0,2019-02-18
502,S3-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
532,S3-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
666,S3-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
640,S3-Ventilador M36," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18
517,S3-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
495,S3-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
623,S3-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18
138,S1-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2019-02-18
608,S3-Ventilador M30," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
16,S1-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
569,S3-Ventilador M23," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones. Se detectan síntomas de una posible degradación de rodamientos.",1.0,2019-02-18
524,S3-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
601,S3-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos. Se pasa el estado a BUENO.",1.0,2019-02-18
393,S2-Ventilador M33," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
261,S2-Ventilador M3," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
350,S2-Ventilador M24," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de pasadas inspecciones.",1.0,2019-02-18
357,S2-Ventilador M26," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación incipiente del rodamiento lado polea.",2.0,2019-02-18
255,S2-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
2,S1-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
364,S2-Ventilador M27," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2019-02-18
267,S2-Ventilador M5," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación incipiente de rodamientos.",1.0,2019-02-18
248,S1-Ventilador Extracción M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",3.0,2019-02-18
370,S2-Ventilador M29," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado. Se detectan síntomas de una posible degradación de rodamientos.",1.0,2019-02-18
933,S5-Ventilador 72 M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
52,S1-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
377,S2-Ventilador M30," Motor: Activo en buen estado. 
  Ventilador: Activo en buen estado. Se detectan indicios de unas posibles condiciones particulares de operación no descartándose que una desalineación dinámica esté influyendo en el comportamiento.",2.0,2019-02-18
73,S1-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
385,S2-Ventilador M32," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
241,S1-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
291,S2-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
343,S2-Ventilador M23, Ventilador: Se mantienen los síntomas de una degradación de rodamientos del ventilador. Existe un aumento de las tendencias.,3.0,2019-02-18
763,S4-Ventilador 72 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una degradación significativa de rodamientos.",3.0,2019-02-18
285,S2-Ventilador M9," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
303,S2-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
309,S2-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Se detectan indicios de una posible degradación del rodamiento lado polea.",2.0,2019-02-18
88,S1-Ventilador M20," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18
158,S1-Ventilador M32,"  Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos. Se establece el estado como BUENO.",1.0,2019-02-18
66,S1-Ventilador M15," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
273,S2-Ventilador M6," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
316,S2-Ventilador M17," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
279,S2-Ventilador M8," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
322,S2-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
59,S1-Ventilador M14," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
328,S2-Ventilador M20," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
111,S1-Ventilador M24," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
335,S2-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18
104,S1-Ventilador M23," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
234,S1-Ventilador Extracción M37," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantienen los síntomas de una posible degradación de rodamientos.",1.0,2019-02-18
297,S2-Ventilador M12," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
1132,S6-Ventilador 78 M1," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación mecánica de rodamientos.",3.0,2019-02-18
681,S3-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado.",1.0,2019-02-18
454,S2-Ventilador Extracción M19," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18
167,S1-Ventilador M33," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se mantiene el comportamiento de la pasada inspección.",1.0,2019-02-18
448,S2-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
442,S2-Ventilador Extracción M40," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18
467,S3-Ventilador M2," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
147,S1-Ventilador M30," Motor: Activo en buen estado. 
 Ventilador: Se mantienen los indicios de una degradación mecánica de rodamientos.",2.0,2019-02-18
688,S3-Ventilador Extracción M37," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
203,S1-Ventilador M39," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
434,S2-Ventilador M42," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",2.0,2019-02-18
225,S1-Ventilador Extracción M40," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
427,S2-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Se detectan síntomas de una posible degradación de rodamientos.",3.0,2019-02-18
45,S1-Ventilador M11," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
192,S1-Ventilador M38," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18
210,S1-Ventilador M41," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
421,S2-Ventilador M39," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18
80,S1-Ventilador M18," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
696,S3-Ventilador Extracción M19," Motor: Activo en buen estado.
 Ventilador: Activo en buen estado.",1.0,2019-02-18
97,S1-Ventilador M21," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. ",1.0,2019-02-18
175,S1-Ventilador M35," Motor: Activo en buen estado. 
 Ventilador: Activo en buen estado. Se detectan indicios de una posible degradación de rodamientos.",1.0,2019-02-18
